job_id	job_name	state	exit_code	submit	start	end	elapsed	node_list
8243270	adp-qwen35-4b-32k-cond24k-1ep	FAILED	1:0	2026-06-02T16:02:39	2026-06-02T16:28:26	2026-06-02T16:34:26	00:06:00	babel-o9-20
8244903	adp-qwen35-4b-32k-cond24k-1ep	CANCELLED by 17414	0:0	2026-06-02T21:04:16	2026-06-02T21:06:50	2026-06-02T22:17:44	01:10:54	babel-q5-20
8245357	adp-qwen35-4b-32k-cond24k-all-1ep	CANCELLED by 17414	0:0	2026-06-02T22:26:29	2026-06-02T22:26:49	2026-06-02T23:25:50	00:59:01	babel-q5-20
8245363	adp-cond-mini-coder	COMPLETED	0:0	2026-06-02T22:28:53	2026-06-02T22:29:22	2026-06-03T03:25:13	04:55:51	babel-m5-28
8245364	adp-cond-coderforge_preview	TIMEOUT	0:0	2026-06-02T22:28:53	2026-06-02T22:29:22	2026-06-03T10:29:52	12:00:30	babel-o5-28
8245365	adp-cond-nebius_SWE-rebench-openh	TIMEOUT	0:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-03T10:29:52	12:00:30	babel-o9-32
8245366	adp-cond-kwai-klear_swe-smith-min	TIMEOUT	0:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-03T10:29:52	12:00:30	babel-s9-32
8245367	adp-cond-logicstar_swe-star	TIMEOUT	0:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-03T10:29:52	12:00:30	babel-u9-28
8245368	adp-cond-scale_swe_distilled	TIMEOUT	0:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-03T10:29:52	12:00:30	babel-w9-22
8245369	adp-cond-nvidia_SWE-Zero-openhand	TIMEOUT	0:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-03T10:29:52	12:00:30	babel-s9-20
8245370	adp-cond-allenai_Sera-4.6-Lite-T2	FAILED	1:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-02T22:29:40	00:00:18	babel-p9-24
8245371	adp-cond-swe-gym_openhands_sample	FAILED	1:0	2026-06-02T22:28:54	2026-06-02T22:29:22	2026-06-02T22:34:06	00:04:44	babel-v5-20
8245372	adp-cond-swe-smith	FAILED	1:0	2026-06-02T22:28:54	2026-06-02T22:29:52	2026-06-03T01:08:57	02:39:05	babel-p9-24
8245373	adp-cond-SALT-NLP_SWE-chat	FAILED	1:0	2026-06-02T22:28:54	2026-06-02T22:34:26	2026-06-02T22:34:28	00:00:02	babel-m5-32
8245515	adp-cond-allenai_Sera-4.6-Lite-T2	TIMEOUT	0:0	2026-06-02T22:56:22	2026-06-02T22:56:48	2026-06-03T10:57:11	12:00:23	babel-w9-28
8245516	adp-cond-swe-gym_openhands_sample	FAILED	1:0	2026-06-02T22:56:22	2026-06-03T01:09:19	2026-06-03T01:09:20	00:00:01	babel-p5-24
8245517	adp-cond-codescout	FAILED	1:0	2026-06-02T22:56:22	2026-06-03T01:09:56	2026-06-03T01:09:57	00:00:01	babel-p5-24
8245709	adp-qwen35-4b-32k-cond24k-all-1ep	CANCELLED by 17414	0:0	2026-06-02T23:25:52	2026-06-02T23:29:06	2026-06-02T23:49:22	00:20:16	babel-v9-28
8246022	adp-qwen35-4b-32k-cond24k-all-1ep	CANCELLED by 17414	0:0	2026-06-02T23:55:00	2026-06-03T00:09:05	2026-06-04T16:20:16	1-16:11:11	babel-o9-20
8246191	adp-qwen35-9b-32k-cond24k-all-1ep	CANCELLED by 17414	0:0	2026-06-03T00:07:53	None	2026-06-03T00:32:02	00:00:00	None assigned
8246507	adp-qwen35-9b-32k-cond24k-80g-1ep	CANCELLED by 17414	0:0	2026-06-03T00:33:44	None	2026-06-04T22:33:34	00:00:00	None assigned
8246863	adp-qwen35-4b-32k-cond24k-muon	FAILED	1:0	2026-06-03T01:04:52	2026-06-03T01:14:11	2026-06-03T01:19:43	00:05:32	babel-p9-24
8249235	adp-muon-smoke-0p8b	COMPLETED	0:0	2026-06-03T07:12:58	2026-06-03T07:13:39	2026-06-03T07:15:46	00:02:07	babel-o5-16
8249246	adp-muon-smoke-4b-z2	CANCELLED by 17414	0:0	2026-06-03T07:19:40	None	2026-06-03T07:56:11	00:00:00	None assigned
8249282	adp-muon-smoke-4b-z2	FAILED	1:0	2026-06-03T07:37:42	2026-06-03T07:37:42	2026-06-03T07:37:42	00:00:00	None assigned
8249283	adp-muon-smoke-4b-z2	FAILED	1:0	2026-06-03T07:37:51	2026-06-03T07:37:51	2026-06-03T07:37:51	00:00:00	None assigned
8249284	adp-muon-smoke-4b-z2	FAILED	1:0	2026-06-03T07:38:00	2026-06-03T07:38:00	2026-06-03T07:38:00	00:00:00	None assigned
8249286	adp-muon-smoke-4b-z2	CANCELLED by 17414	0:0	2026-06-03T07:38:20	None	2026-06-03T07:56:11	00:00:00	None assigned
8249290	adp-muon-4b-32k-z2-a100	CANCELLED by 17414	0:0	2026-06-03T07:41:36	None	2026-06-03T07:45:51	00:00:00	None assigned
8249291	adp-muon-4b-32k-z2-h200	CANCELLED by 17414	0:0	2026-06-03T07:41:47	None	2026-06-03T07:45:51	00:00:00	None assigned
8249299	adp-muon-4b-2k-z2-48g	FAILED	1:0	2026-06-03T07:46:42	2026-06-03T07:49:38	2026-06-03T07:52:30	00:02:52	babel-u9-28
8249300	adp-muon-4b-32k-z2-48g	FAILED	1:0	2026-06-03T07:46:42	2026-06-03T07:52:42	2026-06-03T07:55:55	00:03:13	babel-u9-28
8249302	adp-muon-4b-2k-z2-48g	COMPLETED	0:0	2026-06-03T07:47:47	2026-06-03T07:56:17	2026-06-03T07:59:45	00:03:28	babel-u9-28
8249303	adp-muon-4b-32k-z2-48g	COMPLETED	0:0	2026-06-03T07:47:47	2026-06-03T07:59:52	2026-06-03T08:03:25	00:03:33	babel-u9-28
8249707	adp-muon-4b-32k-z2-1ep	CANCELLED by 17414	0:0	2026-06-03T09:40:35	2026-06-03T09:46:22	2026-06-03T21:15:00	11:28:38	babel-s9-16
8253878	build-flash-attn-sm80	CANCELLED by 17414	0:0	2026-06-03T22:02:04	2026-06-03T22:04:31	2026-06-03T22:39:18	00:34:47	babel-s9-20
8253947	adp-cond-coderforge_preview	TIMEOUT	0:0	2026-06-03T22:12:36	2026-06-03T22:12:37	2026-06-04T10:12:42	12:00:05	babel-t9-16
8253948	adp-cond-allenai_Sera-4.6-Lite-T2	COMPLETED	0:0	2026-06-03T22:12:36	2026-06-03T22:12:37	2026-06-04T08:08:01	09:55:24	babel-v5-28
8253949	adp-cond-codescout	COMPLETED	0:0	2026-06-03T22:12:36	2026-06-03T22:12:37	2026-06-04T08:42:24	10:29:47	babel-w5-20
8253950	adp-cond-gair_davinci_dev	TIMEOUT	0:0	2026-06-03T22:12:36	2026-06-03T22:12:37	2026-06-04T10:12:42	12:00:05	babel-w9-22
8253951	adp-cond-kwai-klear_swe-smith-min	COMPLETED	0:0	2026-06-03T22:12:39	2026-06-03T22:13:11	2026-06-04T00:01:10	01:47:59	babel-m5-28
8253952	adp-cond-logicstar_swe-star	TIMEOUT	0:0	2026-06-03T22:12:41	2026-06-03T22:13:11	2026-06-04T10:13:12	12:00:01	babel-o9-24
8253953	adp-cond-nebius_SWE-rebench-openh	TIMEOUT	0:0	2026-06-03T22:12:41	2026-06-03T22:15:58	2026-06-04T10:16:16	12:00:18	babel-w5-16
8253954	adp-cond-nvidia_SWE-Zero-openhand	TIMEOUT	0:0	2026-06-03T22:12:42	2026-06-03T22:15:58	2026-06-04T10:16:16	12:00:18	babel-w9-16
8253955	adp-cond-scale_swe_distilled	TIMEOUT	0:0	2026-06-03T22:12:42	2026-06-03T22:15:58	2026-06-04T10:16:16	12:00:18	babel-w9-32
8253956	adp-cond-swe-gym_openhands_sample	COMPLETED	0:0	2026-06-03T22:12:43	2026-06-04T00:01:31	2026-06-04T00:34:42	00:33:11	babel-m5-28
8253957	adp-cond-swe-smith	FAILED	1:0	2026-06-03T22:12:43	2026-06-04T00:34:56	2026-06-04T04:47:46	04:12:50	babel-o5-20
8254104	build-flash-attn-p4	CANCELLED by 17414	0:0	2026-06-03T22:41:58	2026-06-03T22:42:20	2026-06-03T22:46:04	00:03:44	babel-t9-28
8254120	build-flash-attn-p16	COMPLETED	0:0	2026-06-03T22:46:04	2026-06-03T22:51:09	2026-06-03T23:12:04	00:20:55	babel-u9-24
8254242	adp-qwen35-4b-32k-fa2-a6000	FAILED	1:0	2026-06-03T23:14:46	2026-06-03T23:17:44	2026-06-03T23:19:23	00:01:39	babel-t9-28
8254280	adp-qwen35-4b-32k-fa2-a6000	CANCELLED by 17414	0:0	2026-06-03T23:25:04	2026-06-03T23:28:18	2026-06-04T00:00:54	00:32:36	babel-t9-28
8254382	adp-qwen35-4b-32k-fa2-l40s	TIMEOUT	0:0	2026-06-04T00:00:54	2026-06-04T00:03:41	2026-06-06T00:04:03	2-00:00:22	babel-s5-24
8263041	adp-qwen35-9b-32k-cond24k-fa2-a100	RUNNING	0:0	2026-06-04T22:33:34	2026-06-05T23:14:00	Unknown	1-15:41:32	babel-v5-20
8263044	adp-cond-SALT-NLP_SWE-chat	COMPLETED	0:0	2026-06-04T22:34:08	2026-06-04T22:34:18	2026-06-05T10:20:00	11:45:42	babel-m5-32
8263045	adp-cond-coderforge_preview	TIMEOUT	0:0	2026-06-04T22:34:08	2026-06-04T22:34:18	2026-06-05T10:34:24	12:00:06	babel-n9-32
8263046	adp-cond-gair_davinci_dev	COMPLETED	0:0	2026-06-04T22:34:08	2026-06-04T22:34:18	2026-06-05T10:22:59	11:48:41	babel-p5-24
8263047	adp-cond-logicstar_swe-star	TIMEOUT	0:0	2026-06-04T22:34:08	2026-06-04T22:34:18	2026-06-05T10:34:25	12:00:07	babel-p9-24
8263048	adp-cond-nebius_SWE-rebench-openh	TIMEOUT	0:0	2026-06-04T22:34:08	2026-06-04T22:34:18	2026-06-05T10:34:25	12:00:07	babel-v5-20
8263049	adp-cond-nvidia_SWE-Zero-openhand	TIMEOUT	0:0	2026-06-04T22:34:09	2026-06-04T22:34:18	2026-06-05T10:34:25	12:00:07	babel-s9-16
8263050	adp-cond-openhands	FAILED	1:0	2026-06-04T22:34:09	2026-06-04T22:34:18	2026-06-04T22:34:21	00:00:03	babel-t9-20
8263051	adp-cond-scale_swe_distilled	TIMEOUT	0:0	2026-06-04T22:34:09	2026-06-04T22:34:18	2026-06-05T10:34:25	12:00:07	babel-w5-20
8263052	adp-cond-swe-smith	FAILED	1:0	2026-06-04T22:34:09	2026-06-04T22:34:18	2026-06-05T02:18:08	03:43:50	babel-y9-16
8267517	adp-cond-swe-smith	TIMEOUT	0:0	2026-06-05T10:20:58	2026-06-05T10:21:25	2026-06-05T22:21:43	12:00:18	babel-m5-32
8267518	adp-cond-allenai_Sera-4.6-Lite-T2	TIMEOUT	0:0	2026-06-05T10:20:58	2026-06-05T10:21:25	2026-06-05T22:21:43	12:00:18	babel-n5-20
8267519	adp-cond-openhands	CANCELLED by 17414	0:0	2026-06-05T10:20:58	2026-06-05T10:21:25	2026-06-05T10:22:29	00:01:04	babel-p5-32
8267524	adp-cond-openhands	COMPLETED	0:0	2026-06-05T10:25:14	2026-06-05T10:25:28	2026-06-05T10:40:44	00:15:16	babel-m5-16
8272659_1	adp-cond-matrix	FAILED	125:0	2026-06-06T10:30:18	2026-06-06T10:30:23	2026-06-06T10:30:23	00:00:00	babel-o9-16
8272659_2	adp-cond-matrix	FAILED	125:0	2026-06-06T10:30:18	2026-06-06T10:30:23	2026-06-06T10:30:23	00:00:00	babel-p9-24
8272659_8	adp-cond-matrix	FAILED	125:0	2026-06-06T10:30:18	2026-06-06T10:30:23	2026-06-06T10:30:23	00:00:00	babel-n5-20
8272659_11	adp-cond-matrix	FAILED	125:0	2026-06-06T10:30:18	2026-06-06T10:30:23	2026-06-06T10:30:24	00:00:01	babel-p5-20
8272664_1	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:23	2026-06-06T10:31:24	00:00:01	babel-p9-24
8272664_2	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:23	2026-06-06T10:31:24	00:00:01	babel-n5-20
8272664_8	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:23	2026-06-06T10:31:24	00:00:01	babel-p5-20
8272664_11	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:23	2026-06-06T10:31:24	00:00:01	babel-p9-16
8272664_12	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:54	2026-06-06T10:31:54	00:00:00	babel-p9-24
8272664_14	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:54	2026-06-06T10:31:54	00:00:00	babel-n5-20
8272664_17	adp-cond-matrix	FAILED	1:0	2026-06-06T10:30:58	2026-06-06T10:31:54	2026-06-06T10:31:54	00:00:00	babel-p5-20
8272677_[1-2,8,11-12,14,17%8]	adp-cond-matrix	CANCELLED by 17414	0:0	2026-06-06T10:34:00	None	2026-06-06T10:34:20	00:00:00	None assigned
8272679_17	adp-cond-matrix	COMPLETED	0:0	2026-06-06T22:19:59	2026-06-06T22:22:02	2026-06-07T08:07:19	09:45:17	babel-u9-32
8272679_14	adp-cond-matrix	RUNNING	0:0	2026-06-07T10:07:05	2026-06-07T10:09:34	Unknown	04:45:58	babel-m5-16
8272679_1	adp-cond-matrix	RUNNING	0:0	2026-06-07T10:07:06	2026-06-07T10:09:34	Unknown	04:45:58	babel-o5-28
8272679_8	adp-cond-matrix	RUNNING	0:0	2026-06-07T10:07:06	2026-06-07T10:09:34	Unknown	04:45:58	babel-p5-28
8272679_11	adp-cond-matrix	RUNNING	0:0	2026-06-07T10:07:06	2026-06-07T10:09:34	Unknown	04:45:58	babel-q9-28
8272679_12	adp-cond-matrix	RUNNING	0:0	2026-06-07T10:07:06	2026-06-07T10:09:34	Unknown	04:45:58	babel-u5-24
8272679_2	adp-cond-matrix	CANCELLED by 17414	0:0	2026-06-07T11:40:53	None	2026-06-07T11:41:19	00:00:00	None assigned
8278807_2	adp-cond-matrix	CANCELLED by 17414	0:0	2026-06-07T11:45:52	None	2026-06-07T11:46:31	00:00:00	None assigned
8280187_2	adp-cond-matrix	RUNNING	0:0	2026-06-07T14:54:03	2026-06-07T14:54:32	Unknown	00:01:00	babel-n9-32
